project,access,agent,granularity,timestamp,views
en.wikipedia,all-access,user,daily,2018060700,247617863
en.wikipedia,all-access,user,daily,2018060800,246414514
en.wikipedia,all-access,user,daily,2018060900,235968879
en.wikipedia,all-access,user,daily,2018061000,250044008
en.wikipedia,all-access,user,daily,2018061100,257687629
en.wikipedia,all-access,user,daily,2018061200,247936167
en.wikipedia,all-access,user,daily,2018061300,246159107
en.wikipedia,all-access,user,daily,2018061400,240557562
en.wikipedia,all-access,user,daily,2018061500,230006858
en.wikipedia,all-access,user,daily,2018061600,223349366
en.wikipedia,all-access,user,daily,2018061700,245184164
en.wikipedia,all-access,user,daily,2018061800,254251362
en.wikipedia,all-access,user,daily,2018061900,252069058
en.wikipedia,all-access,user,daily,2018062000,243144923
en.wikipedia,all-access,user,daily,2018062100,237336589
en.wikipedia,all-access,user,daily,2018062200,232476624
en.wikipedia,all-access,user,daily,2018062300,232793135
en.wikipedia,all-access,user,daily,2018062400,244154135
en.wikipedia,all-access,user,daily,2018062500,250770721
en.wikipedia,all-access,user,daily,2018062600,242378195
